id,name,subject,subject_abbreviation,total_students,avg_gpa
2610,Sustainabl Residntl Constructn,Design Studies,DS,267,3.363636364
2611,Sustainabl Residntl Constructn,Landscape Architecture,LAND ARC,267,3.363636364
2612,Sustainable Turf Management,Horticulture,HORT,35,3.385714286
2613,Sustainable Turf Management,Plant Pathology,PL PATH,35,3.385714286
2614,Syntax,Linguistics,LINGUIS,452,3.290432802
2615,Systems Neuroscience,Anatomy,ANATOMY,236,3.343612335
2616,Systems Neuroscience,Neuroscience Training Program,NTP,236,3.343612335
2617,Systems Neuroscience,Pharmacology,PHMCOL-M,236,3.343612335
2618,Systems Neuroscience,Physiology,PHYSIOL,236,3.343612335
2619,Systems Neuroscience,Psychology,PSYCH,236,3.343612335
2620,Talk and Social Interaction,Sociology,SOC,81,2.924050633
2621,Taxation I,Law,LAW,675,3.261589404
2622,Taxatn:Bus & Persnl Planng,Accounting and Information Systems,ACCT I S,593,3.136597938
2623,Taxatn:Bus & Persnl Planng,Law,LAW,593,3.136597938
2624,Tchg Rdg & Other Lang Arts,Curriculum and Instruction,CURRIC,688,3.926277372
2625,Tech & Practice-Ancient World,Classics,CLASSICS,116,3.418918919
2626,Tech-Ordinary Diff Equation,Mathematics,MATH,4209,2.94241774
2627,Tech:Computer-Based Bus Sys,Computer Sciences,COMP SCI,449,3.503355705
2628,Tech:Computer-Based Bus Sys,Information Systems,INFO SYS,449,3.503355705
2629,Technical Communication,Engineering Professional Development,E P D,6477,3.38367759
2630,Technical Info Resources,Engineering Professional Development,E P D,310,3.664473684
2631,Technical Presentations,Engineering Professional Development,E P D,2069,3.650993698
2632,Techniques&Materials for TESOL,English,ENGL,241,3.717842324
2633,Techniques&Materials for TESOL,ENGLISH,ENGLISH,241,3.717842324
2634,Technol&Social Chng in Hist,History of Science,HIST SCI,464,3.379955947
2635,Technology and Society,Community and Environmental Sociology,C&E SOC,111,3.545454545
2636,Technology and Society,Journalism and Mass Communication,JOURN,111,3.545454545
2637,Technology and Society,Life Sciences Communication,LSC,111,3.545454545
2638,Technology and Society,Sociology,SOC,111,3.545454545
2639,Television Criticism,Communication Arts,COM ARTS,657,3.353211009
2640,Television Industries,Communication Arts,COM ARTS,733,2.954102921
2641,Terr Vertbrt:Life Hist&Ecol,Forest and Wildlife Ecology,F&W ECOL,474,2.979830149
2642,Terr Vertbrt:Life Hist&Ecol,WILDLIFE ECOLOGY,WL ECOL,474,2.979830149
2643,Terrorism,Political Science,POLI SCI,348,3.101190476
2644,Textile Science,Design Studies,DS,556,3.148820327
2645,The African Autobiography,African Languages and Literature,AFRICAN,163,3.300613497
2646,The African Storyteller,African Languages and Literature,AFRICAN,4728,3.018139138
2647,The African Storyteller,Folklore Program,FOLKLORE,4728,3.018139138
2648,The Age of Dinosaurs,Geoscience,GEOSCI,998,2.776939655
2649,The American Constitution I,Political Science,POLI SCI,144,3.507142857
2650,The American Jewish Experience,History,HISTORY,1036,3.327860697
2651,The American Jewish Experience,Jewish Studies,JEWISH,1036,3.327860697
2652,The American Presidency,Political Science,POLI SCI,1073,3.239067055
2653,The American Short Story,ENGLISH,ENGLISH,108,3.573529412
2654,The American West,Geography,GEOG,167,3.4125
2655,The American West to1850,Chicana/o and Latina/o Studies,CHICLA,841,3.296365915
2656,The American West to1850,History,HISTORY,841,3.296365915
2657,The Ancient Maya,Anthropology,ANTHRO,130,3.26984127
2658,The Ancient Mediterranean,Classics,CLASSICS,1218,3.398613518
2659,The Ancient Mediterranean,History,HISTORY,1218,3.398613518
2660,The Black Arts Movement,Afro-American Studies,AFROAMER,100,3.479166667
2661,The Caribbean & its Diasporas,Afro-American Studies,AFROAMER,371,3.121883657
2662,The Caribbean & its Diasporas,History,HISTORY,371,3.121883657
2663,The Consumer and the Market,Consumer Science,CNSR SCI,1357,3.238552437
2664,The Evolving Universe,Astronomy,ASTRON,7498,2.978876128
2665,The Financial System,Economics,ECON,269,3.309433962
2666,The First Amendment,Political Science,POLI SCI,1450,3.118727915
2667,The Harlem Renaissance,Afro-American Studies,AFROAMER,56,3.302083333
2668,The Historian's Craft,History,HISTORY,1539,3.435215947
2669,The Information Society,Library and Information Studies,L I S,1356,3.620548961
2670,The Internatl Ag Economy,Agricultural and Applied Economics,A A E,98,2.974489796
2671,The Legal Profession,Legal Studies,LEGAL ST,98,3.395833333
2672,The Legal Profession,Sociology,SOC,98,3.395833333
2673,The Meaning of Life,Philosophy,PHILOS,230,3.288636364
2674,The Medieval Church,History,HISTORY,79,2.960526316
2675,The Medieval Church,Medieval Studies,MEDIEVAL,79,2.960526316
2676,The Medieval Church,Religious Studies,RELIG ST,79,2.960526316
2677,The Musical Experience,Music,MUSIC,2599,3.421198888
2678,The Origins of Civilization,Anthropology,ANTHRO,528,3.14484127
2679,The Physician in History,History of Science,HIST SCI,766,3.263192612
2680,The Physician in History,Medical History and Bioethics,MED HIST,766,3.263192612
2681,The Politics of Human Rights,International Studies,INTL ST,793,3.338461538
2682,The Politics of Human Rights,Political Science,POLI SCI,793,3.338461538
2683,The Real Estate Process,Agricultural and Applied Economics,A A E,5650,3.066271552
2684,The Real Estate Process,Economics,ECON,5650,3.066271552
2685,The Real Estate Process,Real Estate and Urban Land Economics,REAL EST,5650,3.066271552
2686,The Real Estate Process,Urban and Regional Planning,URB R PL,5650,3.066271552
2687,The Renaissance,History,HISTORY,511,3.312761506
2688,The Rhetoric of Religion,Communication Arts,COM ARTS,963,3.109129066
2689,The Rhetoric of Religion,Religious Studies,RELIG ST,963,3.109129066
2690,The Romans,Classics,CLASSICS,238,3.42826087
2691,The Second World War,History,HISTORY,377,3.466005666
2692,The Sociological Enterprise,Community and Environmental Sociology,C&E SOC,1769,3.285795779
2693,The Sociological Enterprise,Sociology,SOC,1769,3.285795779
2694,The Sociology of Gender,Sociology,SOC,1138,3.659171076
2695,The Symphony,Music,MUSIC,684,3.213716108
2696,The US Since 1945,History,HISTORY,1511,3.332507082
2697,The Vegetation of Wisconsin,Botany,BOTANY,369,3.285302594
2698,The Vegetation of Wisconsin,Forest and Wildlife Ecology,F&W ECOL,369,3.285302594
2699,The Vietnam Wars,History,HISTORY,1194,3.435897436
2700,The Vikings,Medieval Studies,MEDIEVAL,182,3.175595238
2701,The Vikings,Scandinavian Studies,SCAND ST,182,3.175595238
2702,Theme in 18th C Eng Lit,ENGLISH,ENGLISH,281,3.503649635
2703,Theme in 19th C Eng Lit,ENGLISH,ENGLISH,137,3.352272727
2704,Theme in 20th C Amer Lit,ENGLISH,ENGLISH,367,3.411111111
2705,Theme in 20th C Eng Lit,ENGLISH,ENGLISH,294,3.365051903
2706,Theor Physics-Electrodynmcs,Physics,PHYSICS,491,3.517561983
2707,Theory & Prac-Interviewing,Counseling Psychology,COUN PSY,2402,3.783326369
2708,Theory of Knowledge,Philosophy,PHILOS,234,3.292207792
2709,Theory of Single Variable Calc,Mathematics,MATH,1114,3.075113122
2710,Theory-Interst & Life Insur,Actuarial Science,ACT SCI,1343,3.251682872
2711,Theory-Interst & Life Insur,Mathematics,MATH,1343,3.251682872
2712,Thermal Physics,Physics,PHYSICS,598,3.17428088
2713,Thermodynamics,Mechanical Engineering,M E,3166,2.879250079
2714,Thermodynamics of Materials,Materials Science and Engineering,M S & E,470,3.427038627
2715,Thermodynamics of Mixtures,Chemical and Biological Engineering,CBE,1026,2.942326491
2716,Third Semester Arabic,African Languages and Literature,AFRICAN,404,3.443589744
2717,Third Semester Arabic,Languages and Cultures of Asia - Languages,LCA LANG,404,3.443589744
2718,Third Semester Chinese,East Asian Languages and Literature,E ASIAN,618,3.703278689
2719,Third Semester French,French (French and Italian),FRENCH,2580,3.287825059
2720,Third Semester German,German,GERMAN,1527,3.54743083
2721,Third Semester Italian,Italian (French and Italian),ITALIAN,1451,3.413974719
2722,Third Semester Japanese,East Asian Languages and Literature,E ASIAN,570,3.294483986
2723,Third Semester Russian,Slavic (Slavic Languages),SLAVIC,439,3.547058824
2724,Third Semester Spanish,Spanish (Spanish and Portuguese),SPANISH,9873,3.245462887
2725,Third Semester Swahili,African Languages and Literature,AFRICAN,133,3.367424242
2726,Third Year Russian I,Slavic (Slavic Languages),SLAVIC,276,3.529739777
2727,Third Year Russian II,Slavic (Slavic Languages),SLAVIC,190,3.513227513
2728,Thought of Gandhi,Languages and Cultures of Asia,LCA,232,3.248858447
2729,Thought of Gandhi,Religious Studies,RELIG ST,232,3.248858447
2730,Three-Dimensional Design,Art Department,ART,1271,3.554761905
2731,Thry & Desgn-Progrmg Langs,Computer Sciences,COMP SCI,51,3.23
2732,Thry: Microeconomics Seqnce,Economics,ECON,1152,3.229955947
2733,Thry&Pract-Argument&Debate,Communication Arts,COM ARTS,2528,3.207768924
2734,Thry&Pract-Group Discussion,Communication Arts,COM ARTS,1780,3.260686164
2735,Thry&Practice of Persuasion,Communication Arts,COM ARTS,2447,3.130962171
2736,Tolstoy in Translation,Literature in Translation,LITTRANS,201,3.257731959
2737,Topic in 19th-Century Brit Lit,English,ENGL,45,3.170454545
2738,Topic in Brit Lit since 1900,English,ENGL,56,3.222222222
2739,Topic in Philosophy-Humanities,Philosophy,PHILOS,207,3.658163265
2740,Topic-Ethnic&Multicultr Lit,English,ENGL,441,3.339491917
2741,Topic-Ethnic&Multicultr Lit,ENGLISH,ENGLISH,441,3.339491917
2742,Topic:Legal Studies&Humanities,Legal Studies,LEGAL ST,790,3.192207792
2743,Topics - Women & Humanities,Gender and Women’s Studies,GEN&WS,224,3.422169811
2744,Topics - Women & Society,Gender and Women’s Studies,GEN&WS,232,3.359649123
2745,Topics & Careers in Vet Sci,ANIMAL HEALTH AND BIOMEDICAL SCIENCES,AHABS,385,3.890625
2746,Topics & Careers in Vet Sci,Patho-Biological Sciences,PATH-BIO,385,3.890625
2747,Topics in 19th Century Art,Art History,ART HIST,218,3.536082474
2748,Topics in Afro-Am History,Afro-American Studies,AFROAMER,135,3.38372093
2749,Topics in Afro-Amer Culture,Afro-American Studies,AFROAMER,111,3.408653846
2750,Topics in Archaeology,Anthropology,ANTHRO,520,3.335
2751,Topics in Astronomy,Astronomy,ASTRON,226,3.401376147
2752,Topics in Biology,Zoology,ZOOLOGY,716,3.633098592
2753,Topics in Calculus I,Mathematics,MATH,246,3.321721311
2754,Topics in Classical Culture,Classics,CLASSICS,571,3.461191336
2755,Topics in Ethnology,Anthropology,ANTHRO,218,3.533980583
2756,Topics in Gender & Disability,Gender and Women’s Studies,GEN&WS,204,3.679104478
2757,Topics in German Culture,German,GERMAN,769,3.605718085
2758,Topics in German Literature,German,GERMAN,216,3.555555556
2759,Topics in Hispanic Culture,Spanish (Spanish and Portuguese),SPANISH,1099,3.545205479
2760,Topics in Japanese Lit,Literature in Translation,LITTRANS,313,3.273770492
2761,Topics in LCA,Languages and Cultures of Asia,LCA,664,3.524729521
2762,Topics in LGBTQ Sexuality,Gender and Women’s Studies,GEN&WS,407,3.512658228
2763,Topics in Medical Biochem,Biochemistry,BIOCHEM,500,3.201629328
2764,Topics in Music & Ethnicity-US,Jewish Studies,JEWISH,1025,3.549949032
2765,Topics in Music & Ethnicity-US,Music,MUSIC,1025,3.549949032
2766,Topics in Political Philos,Political Science,POLI SCI,913,3.381564246
2767,Topics in Political Science,Political Science,POLI SCI,784,3.886928105
2768,Topics in Relig St-Humanities,Religious Studies,RELIG ST,356,3.569940476
2769,Topics in Roman Culture,Classics,CLASSICS,311,3.321070234
2770,Topics in S Asian History,History,HISTORY,149,3.613013699
2771,Topics in Sociology,Sociology,SOC,2015,3.655806621
2772,Topics in Span Lang Pract,Spanish (Spanish and Portuguese),SPANISH,750,3.647297297
2773,Topics in Spanish Linguistics,Spanish (Spanish and Portuguese),SPANISH,204,3.669154229
2774,Topics in Theory,Art History,ART HIST,115,3.731481481
2775,Topics in Theory,English,ENGL,115,3.731481481
2776,Topics in Twentieth-Cent Art,Art History,ART HIST,95,3.611111111
2777,Topics-20c German Lit(in Tran),Literature in Translation,LITTRANS,230,3.384279476
2778,Topics-Adv Fitness Training,PHYSICAL EDUC ACTIVITY PROGM,PE ACTIV,82,2.858974359
2779,Topics-Analytical Chemistry,Chemistry,CHEM,281,3.722826087
2780,Topics-Asian Amer Studies,Asian American Studies,ASIAN AM,785,3.527777778
2781,Topics-Chinese Literature,East Asian Languages and Literature,E ASIAN,758,3.682119205
2782,Topics-Classical Archaeology,Classics,CLASSICS,351,3.489520958
2783,Topics-Contemp Soc Welfare,Social Work,SOC WORK,747,3.772108844
2784,Topics-Database Mgt Systems,Computer Sciences,COMP SCI,432,3.700234192
2785,Topics-English Lang & Linguis,English,ENGL,405,3.458542714
2786,Topics-English Lang & Linguis,ENGLISH,ENGLISH,405,3.458542714
2787,Topics-Ethics & Hist of Med,Medical History and Bioethics,MED HIST,259,3.478
2788,Topics-Finite Mathematics,Mathematics,MATH,3624,2.857300885
2789,Topics-Geological Engr,Geological Engineering,G L E,294,3.584482759
2790,Topics-German Linguistics,German,GERMAN,131,3.496062992
2791,Topics-Govt & Mass Media,Journalism and Mass Communication,JOURN,174,3.468390805
2792,Topics-Interdis Engineering,Interdisciplinary Courses (Engineering),INTEREGR,317,3.670382166
2793,Topics-Jewish Civilization,HEBREW,HEBR ST,451,3.703233256
2794,Topics-Jewish Civilization,Jewish Studies,JEWISH,451,3.703233256
2795,Topics-Mass Communication,Journalism and Mass Communication,JOURN,1436,3.783868715
2796,Topics-Multi-Var Calc&Diff Eq,Mathematics,MATH,395,3.301265823
2797,Topics-Rhetoric&Pub Address,Communication Arts,COM ARTS,716,3.638571429
2798,Topics-Slavic Lit in Translatn,Literature in Translation,LITTRANS,118,3.525862069
2799,Topics; Broadcasting & Film,Communication Arts,COM ARTS,807,3.426525529
2800,Topics: Env Perspctve-Phys Sci,Environmental Studies - Gaylord Nelson Institute,ENVIR ST,302,3.484693878
2801,Topics: Film and Media Studies,Communication Arts,COM ARTS,341,3.28742515
2802,"Topics: Ital Culture,Film,Lang",Italian (French and Italian),ITALIAN,173,3.748466258
2803,Topics: Legal Studies&Soc Sci,Legal Studies,LEGAL ST,1407,3.28815407
2804,Topics:Constructn Engr&Mgmt,Civil and Environmental Engineering,CIV ENGR,1780,3.808002303
2805,Torts I,Law,LAW,976,3.093717817
2806,Traditions in Dramatic Lit,Theatre and Drama,THEATRE,328,3.4546875
2807,Transformation of Solids,Materials Science and Engineering,M S & E,332,3.048338369
2808,Transitions to the Market,Political Science,POLI SCI,144,2.86971831
2809,Transmission Lines-Digitl Appl,Electrical and Computer Engineering,E C E,281,3.389679715
2810,Transnational/Cmp Hist(SocSci),History,HISTORY,47,3.365853659
2811,Transnational/Comp Hstry (Hum),History,HISTORY,210,3.355
2812,Transport Phenom-Materials,Materials Science and Engineering,M S & E,285,3.077464789
2813,Transportation Engineering,Civil and Environmental Engineering,CIV ENGR,1260,3.190684713
2814,Trigonometry,Mathematics,MATH,2626,2.686469912
2815,Trusts and Estates,Law,LAW,643,3.089430894
2816,Twentieth Century Design,Design Studies,DS,229,3.577777778
2817,Two-Dimensional Design,Art Department,ART,1506,3.576845638
2818,Typography & Communicatn,Art Department,ART,381,3.608753316
2819,Undergrad St-Afroam History,Afro-American Studies,AFROAMER,52,3.211538462
2820,Undergrad Topics-Computing,Computer Sciences,COMP SCI,918,3.4504662
2821,Undergraduate Seminar,Anthropology,ANTHRO,1335,3.741353383
2822,Undergraduate Seminar,Biochemistry,BIOCHEM,1335,3.741353383
2823,Undergraduate Seminar,Horticulture,HORT,1335,3.741353383
2824,Undergraduate Seminar,Mathematics,MATH,1335,3.741353383
2825,Undergraduate Seminar,Microbiology,MICROBIO,1335,3.741353383
2826,Understndng Politcl Numbers,Political Science,POLI SCI,582,3.157017544
2827,United States 1914-1945,History,HISTORY,626,3.480066445
2828,United States Congress,Political Science,POLI SCI,268,3.335205993
2829,"United States, 1877-1914",History,HISTORY,318,3.353333333
2830,University Band,Music,MUSIC,5488,3.972298409
2831,Urban & Regional Economics,Economics,ECON,1374,3.351865399
2832,Urban & Regional Economics,Real Estate and Urban Land Economics,REAL EST,1374,3.351865399
2833,Urban & Regional Economics,Urban and Regional Planning,URB R PL,1374,3.351865399
2834,Urban Transport Economics,Economics,ECON,104,3.067961165
2835,Urban Transport Economics,TRANSPORTATION AND PUBLIC UTILITIES,TRAN P U,104,3.067961165
2836,US Military History Since 1899,History,HISTORY,302,3.203125
2837,US Military History to 1902,History,HISTORY,224,3.226256983
2838,V Nabokov: Russ&Amer Writng,English,ENGL,328,3.463258786
2839,V Nabokov: Russ&Amer Writng,ENGLISH,ENGLISH,328,3.463258786
2840,V Nabokov: Russ&Amer Writng,Literature in Translation,LITTRANS,328,3.463258786
2841,Vampire in Literature and Film,Literature in Translation,LITTRANS,1384,3.655953251
2842,Venture Creation,Management and Human Resources,M H R,909,3.691666667
2843,Vertebrate Physiology,Animal Sciences,AN SCI,133,3.018796992
2844,Vertebrate Physiology,Comparative Biosciences,COMP BIO,133,3.018796992
2845,Veterinary Genetics,Animal Sciences,AN SCI,265,3.079245283
2846,Veterinary Genetics,Dairy Science,DY SCI,265,3.079245283
2847,Veterinary Histology,Comparative Biosciences,COMP BIO,1010,3.178217822
2848,Videogames & Learning,Curriculum and Instruction,CURRIC,1349,3.77761194
2849,Visual Cultures of South Asia,Art History,ART HIST,260,3.044897959
2850,Visual Cultures of South Asia,Languages and Cultures of Asia,LCA,260,3.044897959
2851,Voice Training,Theatre and Drama,THEATRE,483,3.596875
2852,"Voice, Craniofac & Fluency Dis",Communication Sciences and Disorders,CS&D,792,3.441287879
2853,Volcanoes and Civilization,Geoscience,GEOSCI,1521,3.101573187
2854,Volleyball I,PHYSICAL EDUC ACTIVITY PROGM,PE ACTIV,790,3.706847361
2855,"W Cul:Pol,Econ&Soc Thght II",Integrated Liberal Studies,ILS,911,3.176339286
2856,"W Cult:Pol,Econ&Soc Thght I",Integrated Liberal Studies,ILS,1637,3.171577655
2857,"W Culture:Sci,Tech,Phil II",Integrated Liberal Studies,ILS,1227,3.263763353
